20190610 07:17:32,3737.0000,0.0000,2591634.0000,2591634.0000,1.797693e+308,1.797693e+308,1.797693e+308
20190610 08:59:00,3716.0000,7538.0000,2595492.0000,2591634.0000,3716.0000,3716.0000,3716.0000
20190610 09:00:00,3717.0000,12238.0000,2595804.0000,2591634.0000,3716.0000,3720.0000,3715.0000
20190610 09:00:01,3718.0000,14658.0000,2596136.0000,2591634.0000,3716.0000,3720.0000,3715.0000
20190610 09:00:01,3719.0000,19466.0000,2594468.0000,2591634.0000,3716.0000,3720.0000,3714.0000
20190610 09:00:02,3719.0000,20788.0000,2594190.0000,2591634.0000,3716.0000,3720.0000,3714.0000
20190610 09:00:02,3720.0000,21958.0000,2594442.0000,2591634.0000,3716.0000,3720.0000,3714.0000
20190610 09:00:03,3720.0000,22940.0000,2594530.0000,2591634.0000,3716.0000,3721.0000,3714.0000
20190610 09:00:03,3720.0000,24244.0000,2594520.0000,2591634.0000,3716.0000,3721.0000,3714.0000
20190610 09:00:04,3720.0000,24972.0000,2594494.0000,2591634.0000,3716.0000,3721.0000,3714.0000
20190610 09:00:04,3720.0000,25316.0000,2594418.0000,2591634.0000,3716.0000,3721.0000,3714.0000
20190610 09:00:05,3720.0000,26158.0000,2594214.0000,2591634.0000,3716.0000,3721.0000,3714.0000
20190610 09:00:05,3720.0000,26548.0000,2594412.0000,2591634.0000,3716.0000,3722.0000,3714.0000
20190610 09:00:06,3722.0000,26886.0000,2594592.0000,2591634.0000,3716.0000,3722.0000,3714.0000
20190610 09:00:06,3723.0000,27088.0000,2594538.0000,2591634.0000,3716.0000,3723.0000,3714.0000
20190610 09:00:07,3722.0000,27444.0000,2594378.0000,2591634.0000,3716.0000,3723.0000,3714.0000
20190610 09:00:07,3723.0000,27818.0000,2594524.0000,2591634.0000,3716.0000,3723.0000,3714.0000
20190610 09:00:08,3723.0000,28162.0000,2594498.0000,2591634.0000,3716.0000,3723.0000,3714.0000
20190610 09:00:08,3723.0000,28558.0000,2594550.0000,2591634.0000,3716.0000,3723.0000,3714.0000
20190610 09:00:09,3723.0000,29052.0000,2594858.0000,2591634.0000,3716.0000,3724.0000,3714.0000
20190610 09:00:09,3724.0000,29202.0000,2594862.0000,2591634.0000,3716.0000,3724.0000,3714.0000
20190610 09:00:10,3724.0000,29670.0000,2594606.0000,2591634.0000,3716.0000,3724.0000,3714.0000
